review,sentiment,dissatisfaction
not worth it guys ... sabihin na nating mura pero di padin talaga sulit maganda pa yung baby flo na brand na nasal aspirator .. dont reccomend this .. i'll give 2 star kasi na ship naman agad..,1,
pangalawang order q na to ..yung unang order okay nman ..kaso sa pangalawa ..basag na ..,1,
"sbrang nkka dissapoint matagal n ngang dmating, prepareho png kulay dmating smantalang iba2 kulay ang inorder qoh tpos malutong pla tong water botlle n to..bka mbgsak ng anak q bsag agad..",1,
"low quality sayang lng pera, excited panamn po anak ko, kadarating lng niya then trinay ko ok namn pero ilang seconds namatay na, expect n lwbat lng, pagcharge ko nag red light nman na tapos ilng seconds lng din umusok na pagopen ko sunod na siya..nawla tuwa ng anak ko",1,
"kung may zero star eh zero ang bibigay ko scammanlolokoirresponsible seller wag maniwala sa feedbacks dahil isang malaking kalokohan dahil 5 pictures lang ang kaya iupload dito pakibasehan nalang dahil isang ako sa mga naloko ng shop na to sayang pera naniniwala ako sa karma, kayo na ang humusga",1,
no uy anu to? basura? haha umiinit sya pero parang umiinit lang . parang laruan lang haha waste of money haha,1,
"oily lol, cloud and inorder ko pero ang pinadala saakin sweet like candy? nagkamali na nga kayo na pinack for me ang baho pa nung perfume!! isa pa itong seller, ayaw mag respond saakin! i do not recommend this shop, huwag na kayong bibili rito!",1,
"scam sayang pera , tigil nyo nalang negosyo nyo kung ma momorwisyo lang kayo, e charge daw mga 5hrs, pag ayan ay gagana basta naka saksak pag pindot palang iikot na dapat yan, mind set ba, #deffectstore",1,
walang kwentang store to...wrong item...i recomend wag na kau bibili sa store na to ...makapag bent alng maling item ipapadala...walang kwentang store...di sumasagot si seller..... kasi alm nia mali xa,1,
randomly for boy.. peru pink and yellow green binigay..pakiayos po sana sa susunod..,1,
0% nakakahinayang bilin sira sya.. ung pindutan nya hindi nagwowork... kala namen lowbat lang nung dumating so nicharge namen naka ilan charger na kame ginamit sa kanya baka kasi charger lang may problema kaso ayun nga yung pindutan pala may prob. nakalubog sya,1,
gumagana na man at marami buble rap hindi sya worth it ang haba tapos plastic at di rin stretch chable ibang iba sa pic hayyst sayang pera,1,
masasayang ang iyong pera sobrang useless niya. madaling ma-low battery. isang beses mo lang siyang magagamit magstop na siya so need na namang icharge.,1,
"kung gusto nio magsyang ng pera the best to grabe ddting sau un product pero expect mo ind gagana,, hhingan ka p ng ebidensya n patunay n di gumagana ,, napakabobo lang inorder nga dhil ggmitin ,, ind nman inorder para isoli para tanga lang .. nireceive ko nlang kse",1,
no good hnd gumagana wlang usok lumalabas umiilaw lng cya sayang lng 95 pesos ko palpak item nyo. !! pero salamat na rin ky kuya rider be safe palagi kuya. !! sau seller mgbenta ka ng maayos kc nag babayad kami ng maayos hnd namin pinupulot ung hlgang 95 pesos,1,
napakalayo sa picture at personal. nakakadisappoint,1,
"may5 aq nagorder, and my 2 preorder items dun so i expected after 7days ang shipout pero kaloka may27 na naishipout . nareceived q may30 pro wala ung preorder items.. sna naiship na ng maaga kung wala din nman pla ung hinihintay! npkaunresponsive din. nkakainis!!",1,
disappointed ang layo ng itsura sa pinadala. ang jologs!!!! yung swelas makapal pa panty liner dto eh. kung di sana available ganyan sana nag pm muna kayo sa customer diba para napalitan nlang. sayang pera,1,
"low quality,,di man lang naka plastic bawat isa!!!!",1,
1 star . kasi imbes na kumita ako nalugi pa .. 6 ang order ko 4 lang ang binigay sa akin .. nagustuhan ng mga kakilala ko ang product pero di na ako uulit sa seller na ito .. nag ask ako ng refund pero vinoid nila kasi kulang,1,
2/10 i am very much disappointed for the items i received! wrong color! sana sinabi na lang na hindi available,1,
not working dumating yung item di gumagana.,1,
"okay sana but the item is just 5-6m long instead na 10m which is nakalagay sa name ng item. 40cm wide instead na 45cm. pag dating sa inyo ng item, sukatin niyo muna. ilang beses ako nagmsg sa seller pero walang matinong sagot. imagine ang 5m na kulang sa each",1,
amoy lumang kandila. will not recommend this awful product!,1,
battery is not original lowbatt agad kahit naka saksak waste of money,1,
very cheap pangit yung tela. manipis. sa picture maganda tignan. pati yung pinaka mahal nila same ng tela sa pinaka mura. wag naman sana ganon. i expected too much from this shop. yung design ng shirt ang pangit sa actual. or baka rejected yung binigay sakin?,1,
"poor handling, average quality. delivered 2 days earlier than the delivery day. product has so many dents as you can see in the video. either it was transported poorly or not packed properly. but for me both reason since hindi nagawang protektahan ng styro ung body ng air purifier.",1,
very poor worst customer service! sira ung item ayaw irefund instead their offering a discount worth 20 pesos??? wtf!! don’t ever buy items on this store!! we will report you sa dti!!,1,
di magkapareho sound mas malakas yung right at madaling mahulog naman sa tenga yung left mabilis din malowbat yung left side at garalgal yung sound nakakadissapoint lang kasi kinancel ko na to tapos tinuloy padin pala ng seller sana pala yung may wire nalang binili ko,1,
walang kwenta yong item. sayang pera. sira. at di sya solar. nakakadismaya. kinansel pa nila yong refund request ko.,1,
ang liit ng size 36/85 ok nman ang tela saka pagka tahi kaso maliit ang size 36/85 parang pambata ung size..d ko n return kc na confirm ko na ordered received eh,1,
very poor dumating agad yung neck fan pero super nakakadisappoint di gumagana nagmessage ako sa seller hindi nagrereply para lng akong nagtapon ng pera dalawa pa nmn inorder ko..,1,
sana all tama ung items na dumadating. sa halagang 304 ung baby wipes lang ang magagamit ko. next time po paki check naman ng maayos ung items. di ko po alam kung anong process nio at nagkakamali ng lagay ng sticker. nakaka sad lang,1,
"i'm so disappointed with this product/shop/ tablet to be exact..!! i ordered 128gb and i received 512gb with so many issues. battery won't last long, di niya kayang tapusin ang 1 episode ng kdrama which is 1hr and 5minutes only. pin for insertion of simcard not working.. lage naglolog.",1,
1 day sira na wrong item delivered even i selected with battery and oay 199 each. seller send without battery and cost is 139 each only. now seller is not responsive. waste of money...,1,
nakaka disappointed nd gumagana ang isa..hayts sayang ang pera.wala dn kasama charger..at parang luma na xa my mga gasgas na.,1,
hindi gumagana. doesn't serve its purpose. dahil na rin siguro sa curve ng material hindi niya talaga napapa curl yung eyelash mo. don't purchase this product. sayang pera.,1,
"madaling masira left slipper has a tear on the side, it won't last, check it first before you deliver, i am very disappointed...",1,
not working txt ko ung sim card na nakakabit sa gps ng 000 para sa register tas di magrereply palpak sayang lang ung pera,1,
"hirap gamitin, maselan sya, lagi nag turn off, konting galaw mo lang sa tenga shut down na agad, maselan ung sensor nya",1,
grabe....next time practice reading ha order ko black...ano dumating blue?!?...frustrating!!!!!,1,
wrong color of item delivered. terrible experience. tinanggap ko na lang kesa ibalik pa at tumagal at sagutin ko ang expense.,1,
"need to return the item,wrong size. di ko na sana babalik ,benta ko nalang kaso naman parehas left.",1,
wrong item! seller is not responsive sa mga chat! kung ano trip ipadala yun ipapadala!,1,
not effective ang pangit ng amoy sakit sa ilong di rin natutuyo sayang lng pera,1,
black po inorder ko . gray dumating bad trip pa tagal pa nman na iship,1,
so nakaka disappoint po yung amoy iba po sya sa isang na buy ko na cloud ang baho nya po tbh kala ko pa naman po mabango ito,1,
displaced yung sa charging area. ni report ko naman wala namang action. cheap nga kagaya ng seller.,1,
yung item mabilis dumating pero hindi naman gumagana yung isang headst kabila lang gumagana ang charger cord wala hindi talaga naga function. sayang lang talaga ang pera. tsktsk..,1,
"1/10 not waterproof or smudge proof ,not brown shade as what i order, not what its like in the photo....but its a mascara nman dw and its a total waste",1,
nagchat ako kung pwde pasend ng pics ng item bago ipaship kaso dedma si seller yun pala dhil mali ang size na pinadala at damaged item ang ippadla! godbless sayo!,1,
"damaged item, madaming holes useless sa ulan kalka. pinapareturn pero it will cost me more pa sa amount nung item yung pamasahe. sana pag alam ng damage na wag na ipadala",1,
hello po ang pangit baliktad ung lense,1,
ang malas nmn. mouse nkuha ko. di un worth ng 144 ko! haist kunwari lng tong mestery box nato. cla lng kumikita. bweset,1,
mali yung isang color at pangit yong quality na pinalit nyu sa isa,1,
poor quality binili ko 'to kasi kailangan ko 'to at nakikita ko rin kasi siya sa mga celebrity. pero nakakadismaya kasi walang maitulong kung init na init na ko. ang hina ng hangin kahit level 3. tapos maingay pa siya. mukhang peke 'tong binibenta nila. poor quality at walang hangin,1,
"wrong item. ibabalik ko sana, kaso dami pa proseso wala na ko time. next time ayusin nyo product nyo, kahit pa sabihing mura lang yan, hindi pa din yan yung order ko.",1,
not cotton akala ko pang adult at big size na yung inorder ko yun pala pang small size sayang nd kasya napaka ordinary.. dissapointed ganda pa ang tela ng ukay kesa dito,1,
0/10 grabe napa ka scam naman na toh kakarating lng sa akin tong products then i try it para sana gagamitin ko sa pang record pero hindi gumagana yung mic nya so im so disappointed dito tas ang hina pa ng speaker nya hindi sya malakas mas rinig ko pa,1,
bago kayo mah ship ng item make sure na okay ang product ninyo para hindi masayang ang bayad!! mag bibigay kayo ung sira!!!,1,
bad business habit. kulang ng dalawa lol. 100pcs napo inorder ko wala na nga freebie dumekwat pa kayo. jusq. di kayo aasenso sa ginagawa niyo,1,
maganda nmn yung quality pero hindi ako happy dahil yung order ko puro 2l tapos 4 pcs pero ang dumating 3 lang ang 2l tapos isang (1) 850 ml . sakto pa nman binayad ko . yan ang proof . tapos hindi pa nireplyan ng seller !! next time ayusin,1,
isa lang po ang gumagana sa earphone at mahina pa ang sound ng isa,1,
"i ordered pink color but they gave me the blue one. nakaka dismaya sobra sa ibang shop nlng kayo umorder, hindi marunong sumunod sa instructions yung shop na ito.",1,
"nag order ako ng 2 mystery pouch at 2 mystery box, dumating yung items ng naka 1 package lang so mahirap malaman kung anong order para sa kaibigan ko sa ate ko at sa akin kasi magkakasama na sya, wag na kayo bumili, mababaligtad yung expectation nyo sa description",1,
hndi inayos ni seller pag papack kya cguro ayw gumana ng air purifier....i want to return the air purifier..... sna makioag coordinate c seller.....,1,
"kapag nilagyan na ng tubig wala na amoy.. kaya pure wala na halong tubig ang nilalagay q.. 2 pa nmn order q, mahal pa..hnd na mauulit .. take note hnd din gumagana ang isang humidifier.. 1 lang nagamit q. tsk.tsk.tsk",1,
ano ba naman tong pinadala nyo! bt ganito?! ang layo sa design na pinili ko! bt di kayo marunong sumunod sa gusto ng buyer!!!! sana nagsend naman kayo o nagmessage kayo kung meron o wala nung design na pinili ko! ampanget at ang layo naman ng binigay nyo sakin!,1,
good maganda sana kaso 3xl-4xl yung binili ko dumating maliit.. na disappoint talaga ako.,1,
"not good sobrang disappointed kasi ndi namin nagamit, kasi walang isang minute lowbat agad. as in hindi tlaga sya nagamit,.. hayyst sobrang sayang",1,
wala pong earbuds bluetooth na dumating at isa lang po order kong laptop table hindi dalawa sana po ay magawan nyo ng paraan,1,
not good oily yung lipbalm (outer) yung curler naman panget yung foam okay naman yung eyeliner tsaka blackhead remover tsaka yung sa eye photo nd,1,
"clearly i ordered white but the seller gave me black. she wants me to send it back to her but i got no time for that super hassle. sobrang tagal na nga dumating ng item mali pa. sobrang tagal na stock sa hub. also the packaging, ala man lng bubble",1,
"naaawa ako sa lolo ko hindi kasya sa knya kasi sobrang liit ng xxl ngayon lang nagkainterest magpaorder tapos sya pa naman magbayad pero nadisappoint lang sya. yung lola ko naman kasya sa knya pero hindi niya gusto yung tela. kung ako tatanungin, sakto lang for its price. salamat na",1,
"wrong item mabilis dumating, pero mali po yung na-deliver. sana next time paki ayos na po seller salamat",1,
"no fragrance mabango sana to, pero pagkaspray mo pa lang wala ng amoy. mas ok pa alcohol medyo magtatagal. mas maganda pa dn yung ibang oil based talaga kahit double ng price worth it naman.",1,
bad palagay q sira to ang hina ng init eh.ang tagal q ng sinaksak sa kuryente eh ang hina pa dn ng init nia kya hindi nkakastraight ng buhok.sayang pera q dto.ngaun q lng kc nagamit kya ngaun lng aq nkpag rate.sana pla umpisa plng sinubukas q na pra naisauli,1,
kasi mahina yung kaliwa and mabagal ang pag shift i'm not satisfied about this product. because the left bluetooth earbuds is not good as the the right. and the shift is is very long i've waited it so long and yet this product will not satisfied me.,1,
"sorry to say this but it's factual, ung akala mo makakatipid ka pero scam haha ang nipis at kulang sa sukat, much better sa ibang shop",1,
"fair yung order ko na white, green din ang dumating hays",1,
"for the shoes they deliver maganda siya, pero still mali pa rin ang nadeliver. na disappoint ako. ok naman ang shoes na nadeliver even though its not my order, pero kasi hindi yun ang inorder ko kaya bakit nagiba. ang sabi na confused yung packer kaya namali,naisip ko din yan",1,
sorry po pero nasira simcard ko na globe because of this...,1,
"wrong color mali na nga kulay na binigay, di man lang nag response or nag rereply ung seller.",1,
kala q nmn kelangan ng battery hindi pala saka ambilis ma lowbat 6hrs naka charge 10 seconds lang nagana tanginangyan scam,1,
maliit yung size 38/39 dinikitan nyolang ng sticker na 38/39 i think this is 36 size. size q kse 37 e hindi sumakto/sumobra sa paa q kundi kulang hyst,1,
ok namn kaso hindi naka bable wrap hinde epective im telling the truth,1,
i was hoping for a yeezys slides pero dumating is just a plain rubber slides well although it's comfortable hindi nalang sana ko umasa namay feelings kapa sakin balik kana i miss you,1,
wrong product. i ordered eyebrow-black and mascara and ang dumating is eyeliner and mascara at wala parang tinta yung eyeliner,1,
not nice nakaka disappointed sya tagal ko inintay tas ganto lang dadating baliktad yung lens nya then medyo paling yung frame ng glasses then yung buble wrap nya butas kaya walang hangin one of the reasons din siguro kung bakit nadamage yung item.. so sad talaga sayang lang yung pera,1,
"wrong item. first pic yan ang dumating samin. 1liter lang, 2nd pic comparison ng dapat na order namin. lugi sainyo. will not recommend.",1,
"tagal matuyo, di maganda amoy di na sya na tuyo, at mabaho walang kulay yung na order ko, kahit ilang patong ko sya nilagyan at tagal tlga matuyo until now basa pa den sya na madulas",1,
"wlaa hysss,isang beses ko lg nagamit pag bigay sakin gumana sya then na lowbath,pag charge ko wala yubg charging pin walang nakalagay don ampangin,guys wag kayo bibili dito sayang pera nyooo.di nmn nag rerepky na yung seller",1,
came from china pero wala man lang bubble wrap yung item huhu puro gasgas tuloy ung lens,1,
ngaun ko palang sya nasubukan simula nung madeliver sya kahapon.. hindi gumagana akala ko pa naman maganda quality ng product na to.. this my first time na bumili ng item na hindi gumagana..,1,
yan order koooo.. red black... pero dumating all black dibaaa ang mahusay,1,
too watery matubig siya so parang tubig talaga ang inispray ko after magpagod sa make up.,1,
"napepressure screen ko sa higpit ng ipit, yung package na-upi tas yung lens may mga scracth na, it might be good for others pero ampangit ng akin.",1,
madali mapunit worst purchase ever buti nag try lang muna ako ng isa. kulang sa sukat hndi sya 10meters! madali mapunit!higit s lahat hindi madikit! ma iistress ka sa pagkakabit!,1,
5/10 very disappointed ako sa eyebrow pencil grabe naman bi parang abo naman na pinatigas hahahahahahhaha,1,
to be honest di naman mabango iba siya don sa expected ko na magiging amoy ng ariana cloud tapos kapag tumatagal siya sa damit parang nagiging amoy putok next time ayosin po ang product ha.,1,
"black/gray yung inorder ko, yung dumating kulay violet and green/blue.",1,
poor quality. dumating na yupi ang box. ng request ako ng refund peo hindi na grant. sira yung ball mount. sayang.,1,
"liit na mga sizes, order kayo bigger sa usual size nyo. sayang tuloy",1,
hindi maganda ang quality niya..di nila binalot ng maayos nkabox lng xa wlang bubble wrap. nasira tuloy.. sana refund ng seller or ppdla nlng ng pngpalit.,1,
not good akala q samsung hindi pala . parang immitation lng sya tpos nag lalag panu ba to masoli sa seller not recommended . ang bagal ng loading . kahit malakas ung internet namen sayang ung pera . sorry po ah un tlga ung comment ko .,1,
left side lang ba talaga ang may hangin....none sense kasi yung design....maganda na sana,1,
maganda sana pero sira yung isang pair can i have a refund or change item?,1,
ok naman yung item maganda naman kaso ang tagal ng process ng deliver at wala din reaponse si seller sa chat kaya na nainis ako nung naka raan. tapos na bday at bingay saka dumating,1,
"di ko nagustuhan yung smell niya, masyadong sweet at nasusuka talaga ako sa amoy. tapos nung tinry ko na nga nagpink agad yung lips ko, pero nung dinilapan ko yung labi ko bigla sumaket ulo ko kaya masyado akon naweirdan. yung amoy talaga yung ayaw ko.",1,
"bit disappointed yung dalawang socks iba yung dumating, i ordered light pink & yung mintgreen pero the seller gived me both darkpink",1,
ok na sana kaso my lace ung blak at hindi ung panty na gusto ko. malayo rin ung pink ss gray na inorder ko,1,
the item is not working they send to me defective unit !!! i said that they must replace because its not opening then asking me to rate 5 star before they will do some action? wat da heck!! malas mo pag napunta sayo defective unit hindi ka nila asikasuhin kc,1,
"unresponsive seller! may defect ung item. mahina ung ilaw ng lcd display. hindi man lang nagrereply ung seller, puro auto generated measage. wag na kayo mag order dito.",1,
ok nmn ung product di lang nag sabi c seller na wala ung isang color ung cherry un pa nmn tlga ung pinaka order dun... tpos di man lng iniba ung kulay dinoble pa haixt,1,
red yung order na kulay bat pink dumating.. hate pink.,1,
mali yung size na binigay ni seller ngayon hindi na ma return or ma refound bali wala nalang tong item kasi di magagamit din,1,
ngayon lang po ako nakaencounter na kulang ang items ko malaki man o maliit ang halaga ng items . be responsible for the trust of your customers. godbless us,1,
"i am so disappointed. i expected na scratch lang yung makikita ko sa ringlight kaso hindi. nung narecieved ko may mga cracks. sana manlang may fragile tape na nakalagay sa parcel, para naman hndi nabasag yung ringlight. gumagana naman pero syempre iba parin yung walang sira marerecieved yung item.",1,
kulang kulang yung items na deneliver saken,1,
dont buy to this seller di marunong mag response sa concern ng cx order nmn 2 item narecieve nmn item lang taz nakalagay sa reciept 2quantity daw!!!!! mambubudol tong seller n2!!!! wag na kau umorder dto baka mabudol dn kau..... nagbayad kmi ng sakto tapos bubudulin nyo!!,1,
medyo mahina yung hangin kahit nka full charge isa sa 6 na binili ko sira. told the seller about this and asked for a refund but seller is unresponsive so i'm posting this in my review,1,
naku...pag deliver skin tinesting q..nong nalowbat..hindi na mcharge..ang galing..hahaha...wla man lang ilaw..pra mlaman kung ngcharge b cia o hindi..,1,
"wla naman sa product nyo yung ganitong design, white ung order pero not floral, wla naman kayo floral na design sa picture eh, disgusting!!!",1,
"not good!! as in not good! dumating sakin ng low battery so chinarge ko, wala pang 30mins low battery na ulit. grabe panget ng quality ng fan na to! wag kayo magpaloko sa ibang reviews. apat na fan ang inorder ko. lahat palpak! yung seller di pa nagrereply",1,
not working. sayang pera,1,
"wrong item,. 2l black ung order ko pero 1l blue yung dumating... before you pack the items make sure you checked the orders...",1,
"mabilis masira, hindi na siya gumagana once ko palang siyang ginamit sira. hindi matibay yung power botton niya",1,
poor quality may butas sa loob. kapag inapakan tumutunog na parang tsinelas ng bata.,1,
ang panget na nung mga bago nyong bag. walang bulsa sa gilid lagayan ng tumbler . tpos yung loob wala man lang compartment. pansin ko pa may kalakihan tong bag. hindi kagaya nung mga una nyong mga basic na bag.,1,
matagal yung shipping maganda ung packaging isuggest na tingnan nyu ung loob ng lipstick kasi ang kunti lng na laman kunin yu yung parang tube tas tingnan d worth bilhin kasi ang konti ng laman ang ganda lng ng packaging. but i will try na bilhin ung ibng brand dto,1,
i am not satisfied... black ung inorder ko pero blue ung dumating.. sana pati silicone ginawa niu napong blue para pareho sila diba? or atleast nag reach out manlang po sana kayo na mag cchange color. nakakadismaya ang tagal nag antay magkaiba pa kulay!!! disappointed customer here,1,
maluwag na po yung mga garter..parang mga nagamit or nasuot na po..dapat po nacheck po mabuti..kung hndi man po nagamit..mukang mga binanat eh..,1,
bulok ( 1st time ko maka encounter dito sa shopee ng ganitong service!) wag na kayo magtiwala sa seller na ito.un 3pcs order ko pero dumating 2 lang.. natagalan pa bago nakarating saken ang item hindi na maayos ang box at hindi man lang ayusin ang pag pack. anu tinatamad,1,
"maganda, kaso mabilis maputol. not reccomendable",1,
"madali masira and makati kahit ilang laba na gawin seller is not responsive, madali mabutas ung brief, i used it as cycling sa bahay and di siya fitted sakin sakto lang kaya di ko ma sstretch ung tahi, kaso ayun may butas agad kakauspt palang",1,
inpods pp nakuha ko kaso not working po.,1,
deffective sayang nman kahit mura lang sya di mu alam kung lowbatt kasi yung ilaw nyan nsa loob lng di umiilaw sa labas at di murin alam kung full charge na di ku nlng isosoli sa murang halaga...,1,
"ordered 1 light green & 1 white but both white ang dumating, walang light green. matagal din dumating puro pick-up failed.",1,
"low quality material , bubbles all over the sole meaning malapit na mgbakbak .",1,
maling color/product pinadala for the bigger size. opted for 2 beige pero isang white tas ibang style pa talaga. sana nag inform po muna kayo if wala kayo ganun para sa iba nalang ako nag order haha. malambot siya (in a bad way) tumatagos ang mga bato sa sole part.,1,
"ang pangit ng tela , tapus kulang ng dumating ! i order 12 pieces but on 8 pcs lang ang dumating. wag nyo ng tangkaing mag order !!",1,
ok lng hoooo dumating din ang parcel after million years. grabe ang tagal dumating. bubulukin muna ang parcel sa warehouse bago maideliver . grabe disappointed,1,
amoy alcohol pati basag ang bottle so sad,1,
"3/10 2nd time order sa shop na'to, same meow pero iba na sticker. ang laki ng difference ng amoy. kalungkot mas gusto ko yung unang bili ko ng meow compare ngayon. di ko gusto yung amoy.",1,
madali syang mabura sa labi i don't expect too much,1,
di ko na gustuhan texture nya amoy chemical napakatagal dumating inorder ko nung aug10 dumating nasa sakin aug31 not recommend tong product nato parang parehas lang rin yung shade na binigay sakin di ako satisfied.,1,
"isa star lang para.sa.shop nato sobra ako dismayado sa una order ko wala tape lahat pano magagamit dipa nagrereply si seller may send nko vedio at pic sau seller,sbra ako nagtiwala take note dlawa pa inorder ko sainyo di ako nagdalawa isip na omorder ng dlawa kasi may tiwala ako",1,
mali ung color ! blue and gray kinuha ko parehas na gray binigay nio. thank you godbless,1,
"im so dissapointed, iba yung inorder ko iba rin ang ipinadala, at yung nakakainis puro kaliwa yung shoes sana bago nyo ipa ship make sure echeck nyo yung item. pano ko 2 magagamit sayang lng yung pera",1,
not excellent maganda sana ung kulay nya but definitely not working sya and hindi po sya nagacharge...so sana po seller inaayos nyo po ung pag pack nya para hindi sya nasira ... sorry but i dont give 5 star for this shop im so disappointed i just waste my money,1,
"napakaraming dents sayang second order na sana namin. the first one we ordered is very okay in which i can rate it as 5/5, but now, 1/5. disappointed much with how the product looks.",1,
"3/5 yong pen po is sobrang mainta, medyo panget sya sa papel, saka yong ink nya na pang refill medyo hindi umiinta yong iba putol putol pa",1,
wrong size paki ayos ung pag repack nyo paki double check wag lang yun puro benta ng mali,1,
sira yung isang payong...sana man lng chinecheck nila kung sira ba o hindi yung item bago ideliver para hindi sayang ung binabayad ng buyer . hindi mo maintindhan tong mga seller na to kung gusto lng bang makabenta khit sira ung maibigay . nkakainis lng !!! i will not buy,1,
"rechargeable?? hindi pala... may 20000 mah na battery?? wala pala,, dikoryente lang na na naka usb wire hahahaha,,, sayang isa ako sa naisahan sa shop nato pero salamat pa din kasi dumating,,",1,
sira nman di umaandar nagalit ung nirigaluhan ko byan kakahiya tuloy check nio muna bago nio ipadala nakakabwisit lng kasi ung sira makuha nairegalo ko p hayyyy,1,
"hindi maganda quality. may butas. kakaiyak. maliit ang sizing. add 2 sizes up! seller not responsive, nung may tinatanong ako una palang sa size chart. ayaw din tanggapin ang return. better sa ibang shops nlang kayo bumili. di kayo iintindihin pag may damage o problema ang items. sayang lang",1,
"mali po yung isang socks imbes na brown cat, orange tiger yung pinadala. ang mas nakakadismaya nakaorder na pala ako dati at nung unang order ko ganyan din na mali ang isang design. sana random na lang pinili ko kung di rin masusunod order ko napamahal pa ako",1,
"not effective at all, wag na kayo bumili sa store nato",1,
not worth the money. malakas yung sound pag nag connect sa sa cp pero yung actual sound mahina. mahirap buksan.,1,
malayo sa displayed pictures yung item. manipis at ang daming crease nung dumating.,1,
"ang layo naman sa inorder ko, yung isa lng yung tumama. sana man lng nilalagyn nila ng sold out kung wala na ng ganon kulay o style. maganda nmn un medyas pero mas bet ko yung kulay na inorder ko.",1,
hindi naman sya mystery pouch kasi nagbigay lang kayo nang tag 89 pesos rin na item na binebenta. no excitement pa kasi hindi naman nakabalot.,1,
akala ko ba 10 meters po? eh bakit 6 meters lang tas ayaw mag send ng picture ni seller.,1,
"bakit po ganun habang gamit ko bigla na lang tumigil, full charge naman. until now ayaw na gumana disappointed sa product quality. mula ng binili ko kanina ko lang ginamit, chinarge ko muna para matagal kong magamit pero wala pang 1min tumigil na. haysss",1,
"binago ko ratings ko, di ko pa nagamit ng matagal iba na agad tunog nya nilinis ko na din filter nya. pero same pa din. chinat ko na din seller pero wala pa response. pls pls pls!!",1,
kadulas ganon ba pabango not recommended sayang lang pera ko kung alam ko lang na ganon hindi na sana ako bumili dumating pa sakin may tagas umayyyy tsk tskkkk,1,
ewan parang pre order ang peg 1 week ang delivery,1,
"wrong item nakakainis lang kc 10 ribs order ko pero 8 ribs lang ipinadala nyo... be fair nmn po, kasi nagbabayad kami ng tama tapos ipapadala nyo di tama... naka online kayo pero di nyo binabasa ang chat ko...",1,
poor sira agad sya wala pang 1 month na pag gamit. very disappointed.,1,
wrong color po yung binigay green and pink po yung order ko then same green color yung dumating saakin and i order it purposely for my mother's friend which is matanda and maikli yung dumating saakin hindi yun kasya sa leeg niya,1,
"pasensya npo pero first ko kasi magrate ng 1 star. hindi nko binalikan ni seller kahit nireremind ko sa chat. may tastas sa gilid ung bra, nkita nman ni seller per vid and pic at babalikan daw ako, pero hindi na inasikaso, per chat. thank you prin",1,
the lighting is good but the problem is wala pa 1 day hindi na gumagana yung ibang kulay nya like yellow and yung white nalang natirang gumagana sana tumagal kahit mga 1 month lang sayang din kasi pambayad hahaha,1,
"walang cloud na dumating. pinalitan nang meow eh hindi naman nag inform. naka bubble wrap naman pero basa yung bubble wrap idk kung na open ba sya eh naka sealed naman. sana next time, mag inform po kayo na papalitan pala kasi benibenta po ito.",1,
sobrang useless! dont buy it ! hindi worth it ! once ko lang nagamit di na gumagana,1,
the description says what you see is what you get. this is clearly not a platform sandals. i also asked the seller in less than 5 minutes upon ordering this if they can cancel the order 'cause i wanted to order another thing para isang shipping nalang,1,
very far from what was shown in picture tanggal na ung dikit ng glue . tapos ang size hindi true to size. sayang pera lang to mas maganda pa ung quality sa palengke na tsinelas.,1,
i ordered 2 units ung isa faulty tapos i returned it already but no refund is issued nor is it getting delivered back to me.,1,
okay lang medyo nakakainis lang kac nd sya macharge nd na gumagana yung ilaw at ang fan nya okay nmn sana nakakadissapoint lang dpat imakeaure nila na okay ang items lalo sa pagchacharge para nmn nd masayang,1,
1/10 super disappointed ako. dalawa yung order ko 10 pcs. na ballpen at 10 pcs. na spinning pen. maayos naman siyang dumating kaso kulang ng 9 na spinning pen yung nareceive ko.,1,
seller not responding. sayang pera dto. 5 mins lang lowbat na,1,
0/10 disapointed in this item. matagal mag init,1,
wala akong natanggap na lip therapy. kulang ang order ko.. nakakalungkot at disappointed ako.. ito pa man din ang hinihintay ko,1,
"poor sira yung isang payong, kpg binuksan di na nasasarado. di ko alam kung sinadya ba ni seller or di nia lng nacheck",1,
"not cool, ang bad nang pagka package nya.",1,
not worth it ibabalik ko sana kasi napakahina ng hanging pero umiyak anak ko kaya hnd ko na nireturn kita naman sa video pawis ko hnd sya nakakarefresh,1,
"mali po ung dumating hnd po un ung order q,.buti nlng d gnung mhal qng ngkataon syang lng s dinami dmi q ng n order d2 s shoppe i2 lng ang sumablay..",1,
"nakakastress gamitin yung product, lagi siya nagsstop magisa tas hintayin mong gumana uli. already tried at 2 laptops, same experience.",1,
mali ung binigay sakin na case ang inorder cu stictch ang pinadala nasa,1,
"iba ang binigay tried contacting you pero patay malisya kayo, okay naman send nio sa iba bat yung saken anlayo ng mga nasa picture",1,
Yng kalahati maliit na size na at ang iba sira ang tape panget naman tapos mahal pa,1,
wag kau mag order dito !! putik. ! ayusin mo naman seller.!! ibaiba yung kulay na binibigay mo pls lang nextime na may mag order sayo ayusin mo naman.. ! wag naman yung maka benta lang ayaw ko na mag order sa shop na to may sariling desisyon c seller,1,
"baliktad yung lense, i'm very disappointed.",1,
not good well after 2 days hindi na sya nagana nagiinit din pagchina-charge.,1,
deffective stand. bali. dapat icheck muna bago iship. sayang mahal pa nman sf.,1,
"isa lng ung pinadala skin ng seller eventhough inorder ko is 2, unresponsive",1,
